DAFTAR SATUAN PENDIDIKAN JENJANG SMA,,,,,,,,,,,,,,,,
TAHUN AJARAN 2024/2025,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NAMA SEKOLAH,NPSN,BENTUK,NAMA DUSUN,DESA/KELURAHAN,KECAMATAN,KABUPATEN,PROVINSI,KODE POS,LINTANG,BUJUR,STATUS,AKREDITASI,SUMBER LISTRIK,AKSES INTERNET,SUMBER AIR,KECUKUPAN AIR
SMA Nahdlatul Wathan Bogor,NP905022,SMA,Kampung Saitem,Ciburayut,Kec. Cigombong,Kab. Bogor,Prov. Jawa Barat,16110,-6.717824000000,106.778502000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMA NASIONAL PLUS BPK PENABUR,69946107,SMA,Citaringgul,Citaringgul,Kec. Babakan Madang,Kab. Bogor,Prov. Jawa Barat,16810,-6.607448600000,106.931853000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMA OMNISCHOOL,70047274,SMA,,Ciriung,Kec. Cibinong,Kab. Bogor,Prov. Jawa Barat,,-6.466300000000,106.859500000000,SWASTA,Belum Akreditasi,Ada,Ada,Ledeng/PAM,Cukup
SMA PEMBERDAYAAN UMMAT AN NAHL,69899711,SMA,KP. PASAR KEMIS,Gunung Picung,Kec. Pamijahan,Kab. Bogor,Prov. Jawa Barat,16810,-6.650600000000,106.679200000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMA PLUS  DAARUL FUDLOLA,20232327,SMA,Pabuaran Mekar,Pabuaran,Kec. Cibinong,Kab. Bogor,Prov. Jawa Barat,16916,-6.448000000000,106.850100000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMA PLUS BINA TRAMPIL,70045687,SMA,Kampung Lame,Sukasari,Kec. Rumpin,Kab. Bogor,Prov. Jawa Barat,16350,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Sumur terlindungi,Cukup
SMA PLUS LIWAUL FURQON,69824824,SMA,CILETUH ILIR,Karacak,Kec. Leuwiliang,Kab. Bogor,Prov. Jawa Barat,16640,-6.608800000000,106.638200000000,SWASTA,B,Ada,Ada,Air sungai,Cukup
SMA PLUS PUTRA MELATI,69860526,SMA,Singasari,Singasari,Kec. Jonggol,Kab. Bogor,Prov. Jawa Barat,16830,-6.481400000000,107.028000000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMA Qur`an el Tahfidh,70026792,SMA,,Jatisari,Kec. Cileungsi,Kab. Bogor,Prov. Jawa Barat,16820,-6.406900700000,107.054025700000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMA QUR’AN TERPADU (QT) YANBU’UL QUR’AN 7 BOGOR,70041951,SMA,,Sukadamai,Kec. Sukamakmur,Kab. Bogor,Prov. Jawa Barat,,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Ledeng/PAM,Kurang
SMA QURAN ASY SYAHID,70039426,SMA,Pabuaran Wetan,Ciangsana,Kec. Gunungputri,Kab. Bogor,Prov. Jawa Barat,16968,-6.359300000000,106.957100000000,SWASTA,Belum Akreditasi,Ada,Ada,Sumur terlindungi,Cukup
SMA RAUDHATUL MUTTAQIN,70034161,SMA,Sinarjaya,Purasari,Kec. Leuwiliang,Kab. Bogor,Prov. Jawa Barat,16640,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Sumur terlindungi,Cukup
SMA REGINA CAELI,69874079,SMA,Cileungsi Kidul,Cileungsi Kidul,Kec. Cileungsi,Kab. Bogor,Prov. Jawa Barat,16820,-6.413600000000,107.020100000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA SAINTEK UHAMKA BOARDING SCHOOL,70041760,SMA,,Balekambang,Kec. Jonggol,Kab. Bogor,Prov. Jawa Barat,16830,-6.502700000000,107.081200000000,SWASTA,Belum Akreditasi,Ada,Ada,Pompa,Cukup
SMA SALMAN ALFARISI,70047388,SMA,Kp Kramat,Harapan Jaya,Kec. Cibinong,Kab. Bogor,Prov. Jawa Barat,16914,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Sumur terlindungi,Cukup
SMA Sampoerna,70030489,SMA,Cijayanti Babakan Madang,Cijayanti,Kec. Babakan Madang,Kab. Bogor,Prov. Jawa Barat,16808,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Ledeng/PAM,Cukup
SMA SCHOOL OF UNIVERSE,69787173,SMA,Pamagersari,Pamager Sari,Kec. Parung,Kab. Bogor,Prov. Jawa Barat,16330,-6.440100000000,106.733800000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA Sekolah Alam Cikeas,70026880,SMA,,Nagrak,Kec. Gunungputri,Kab. Bogor,Prov. Jawa Barat,16967,-6.390438000000,106.936384200000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMA SEKOLAH ANAK INDONESIA,69953095,SMA,Kadumanggu,Kadumangu,Kec. Babakan Madang,Kab. Bogor,Prov. Jawa Barat,16810,-6.578112000000,106.863690000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMA SINAR ISLAM ASIA PASIFIC BOARDING SCHOOL,70029923,SMA,Tegal salam,Cariu,Kec. Cariu,Kab. Bogor,Prov. Jawa Barat,16839,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Ledeng/PAM,Cukup
SMA SMART CIBINONG,70042733,SMA,Kembang Kuning,Kembang Kuning,Kec. Klapanunggal,Kab. Bogor,Prov. Jawa Barat,16710,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Sumur terlindungi,Cukup
SMA TAHFIDHIL QURAN AL-MUSTAQIMIYYAH,70049601,SMA,,Sadeng,Kec. Leuwisadeng,Kab. Bogor,Prov. Jawa Barat,,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Air sungai,Cukup
SMA TAHFIZH AL BASYIR,70038215,SMA,Cibeureum,Cibatok 2,Kec. Cibungbulang,Kab. Bogor,Prov. Jawa Barat,16629,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Sumur terlindungi,Cukup
SMA TARUNA BANGSA,69972352,SMA,,Babakan Madang,Kec. Babakan Madang,Kab. Bogor,Prov. Jawa Barat,16810,-6.529131000000,106.850479000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMA TERPADU AL-MA ARIF,70048439,SMA,,Karehkel,Kec. Leuwiliang,Kab. Bogor,Prov. Jawa Barat,,0.000000000000,0.000000000000,SWASTA,Belum Akreditasi,Ada,Ada,Sumur terlindungi,Cukup
SMAIT MUTIARA ISLAM,70049177,SMA,,Cileungsi,Kec. Cileungsi,Kab. Bogor,Prov. Jawa Barat,,-6.401100000000,106.967600000000,SWASTA,Belum Akreditasi,Ada,Ada,Sumur terlindungi,Cukup
SMAIT RAHMANIYAH,70029407,SMA,pabuaran mekar,Pabuaran,Kec. Cibinong,Kab. Bogor,Prov. Jawa Barat,16916,-6.436151000000,106.850290200000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS AL ASIYAH,20232303,SMA,Padurenan,Pabuaran,Kec. Cibinong,Kab. Bogor,Prov. Jawa Barat,16916,-6.463488300000,106.854913300000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS AL BASYARIAH,20232304,SMA,Rawa Panjang,Rawa Panjang,Kec. Bojong Gede,Kab. Bogor,Prov. Jawa Barat,,-6.461600000000,106.804000000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMAS AL FALAH,20232305,SMA,Cikaret,Harapan Jaya,Kec. Cibinong,Kab. Bogor,Prov. Jawa Barat,16914,-6.455255000000,106.839447000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS AL HASANAH,20253857,SMA,cigombong,Cigombong,Kec. Cigombong,Kab. Bogor,Prov. Jawa Barat,16740,-6.741400000000,106.803900000000,SWASTA,B,Ada,Ada,Air kemasan,Cukup
SMAS AL HIDAYAH,20232306,SMA,Cikempong,Tengah,Kec. Cibinong,Kab. Bogor,Prov. Jawa Barat,16914,-6.485080000000,106.824058300000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS AL HIKMAH,20268875,SMA,-,Tapos 2,Kec. Tenjolaya,Kab. Bogor,Prov. Jawa Barat,16371,-6.631300000000,106.693500000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS AL HUSNA,20232307,SMA,Komp BTN Leuwiliang Permai,Cibeber I,Kec. Leuwiliang,Kab. Bogor,Prov. Jawa Barat,16640,-6.586400000000,106.619600000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS AL IJTIHAD,20231268,SMA,-,Cimayang,Kec. Pamijahan,Kab. Bogor,Prov. Jawa Barat,16810,-6.610900000000,106.669700000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS AL JIHAD,20271985,SMA,Kp Puswa,GUNUNG MULYA,Kec. Tenjolaya,Kab. Bogor,Prov. Jawa Barat,16620,-6.647800000000,106.704400000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS AL KAHFI,20252852,SMA,SROGOL,Srogol,Kec. Cigombong,Kab. Bogor,Prov. Jawa Barat,16110,-6.745500000000,106.820700000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS AL KAUTSAR,69757497,SMA,KP SOMANG,Parung Panjang,Kec. Parungpanjang,Kab. Bogor,Prov. Jawa Barat,16360,-6.361300000000,106.562600000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Kurang
SMAS AL KHAIRIYAH,20232310,SMA,-,Tajur,Kec. Citeureup,Kab. Bogor,Prov. Jawa Barat,16810,-6.548800000000,106.915900000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS AL MUKLISIN,20231301,SMA,Cibentang,Cibentang,Kec. Ciseeng,Kab. Bogor,Prov. Jawa Barat,16120,-6.445700000000,106.687200000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS AL MUSTHOPA,20231272,SMA,Blok Jambu,Tenjo,Kec. Tenjo,Kab. Bogor,Prov. Jawa Barat,16370,-6.326700000000,106.466300000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMAS AL NUR,20200682,SMA,Pabuaran,Pabuaran,Kec. Cibinong,Kab. Bogor,Prov. Jawa Barat,16916,-6.461813300000,106.852550000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS AMALIAH,20232313,SMA,TIPAR,Ciawi,Kec. Ciawi,Kab. Bogor,Prov. Jawa Barat,16720,-6.655700000000,106.849600000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS AN NAJAH,20246436,SMA,Cikoleang,Sukamulya,Kec. Rumpin,Kab. Bogor,Prov. Jawa Barat,16350,-6.429700000000,106.575400000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS AN NUR ALIYYAH,20268738,SMA,Nagrak,Nagrak,Kec. Gunungputri,Kab. Bogor,Prov. Jawa Barat,16967,-6.389500000000,106.948700000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS AS SYUJA IYAH,20232315,SMA,NAGRAK,Nagrak,Kec. Sukaraja,Kab. Bogor,Prov. Jawa Barat,16710,-6.598800000000,106.843500000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS ASHRIYAH NURUL IMAN,20257671,SMA,WARU JAYA,Warujaya,Kec. Parung,Kab. Bogor,Prov. Jawa Barat,16330,-6.443600000000,106.708300000000,SWASTA,A,Ada,Ada,Lainnya,Cukup
SMAS AULIA,20200683,SMA,Kp. Jawa,Situ Ilir,Kec. Cibungbulang,Kab. Bogor,Prov. Jawa Barat,16630,-6.604800000000,106.654600000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS BAITUSSALAM,20200690,SMA,-,Sasak Panjang,Kec. Tajurhalang,Kab. Bogor,Prov. Jawa Barat,16320,-6.457900000000,106.746900000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS BINA BANGSA MANDIRI,20231277,SMA,-,Cikeas Udik,Kec. Gunungputri,Kab. Bogor,Prov. Jawa Barat,16966,-6.400800000000,106.937500000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS BINA INSAN JONGGOL,20232353,SMA,1,Sukamaju,Kec. Jonggol,Kab. Bogor,Prov. Jawa Barat,16830,-6.452600000000,107.060200000000,SWASTA,A,Ada,Ada,Lainnya,Cukup
SMAS BINA PENDIDIKAN 2,20232319,SMA,Ciangsana Cikeas Parung,Ciangsana,Kec. Gunungputri,Kab. Bogor,Prov. Jawa Barat,16968,-6.346200000000,106.961300000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS BINA RUHAMA,20231280,SMA,-,Sukaraja,Kec. Sukaraja,Kab. Bogor,Prov. Jawa Barat,16710,-6.589200000000,106.839100000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS BP FAI UMJ,10648868,SMA,-,Jampang,Kec. Gunung Sindur,Kab. Bogor,Prov. Jawa Barat,16310,-6.476900000000,106.728000000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS BUMI SEJAHTERA,20232322,SMA,-,Cimanggu 1,Kec. Cibungbulang,Kab. Bogor,Prov. Jawa Barat,16630,-6.596700000000,106.668200000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS BUNDA,20253279,SMA,Bojongkulur,Bojong Kulur,Kec. Gunungputri,Kab. Bogor,Prov. Jawa Barat,16969,-6.324100000000,106.976100000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS BUNDA HATI KUDUS,20231283,SMA,Nagrak,Nagrak,Kec. Gunungputri,Kab. Bogor,Prov. Jawa Barat,16968,-6.387400000000,106.955600000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS CISARUA,20232324,SMA,Cisarua,Cisarua,Kec. Cisarua,Kab. Bogor,Prov. Jawa Barat,16750,-6.684900000000,106.935100000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS CITRA MADANI,20253322,SMA,pabuaran,Pabuaran,Kec. Cibinong,Kab. Bogor,Prov. Jawa Barat,16916,-6.474101700000,106.846161700000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS CITRA NUSA,20232326,SMA,Tengah,Tengah,Kec. Cibinong,Kab. Bogor,Prov. Jawa Barat,16914,-6.474146700000,106.830415000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS DAARUL ISTIQOOMAH,20231288,SMA,Rawa Hingkik,Cileungsi,Kec. Cileungsi,Kab. Bogor,Prov. Jawa Barat,16820,-6.402000000000,106.963300000000,SWASTA,B,Ada,Ada,Pompa,Kurang
SMAS DARUL FAIZIN,20232331,SMA,Kp. Caringin,Caringin,Kec. Caringin,Kab. Bogor,Prov. Jawa Barat,16730,-6.702300000000,106.816400000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Kurang
SMAS DARUL KHOLIDIN,20232356,SMA,Kampung Sasak,Tegal,Kec. Kemang,Kab. Bogor,Prov. Jawa Barat,16310,-6.473400000000,106.698700000000,SWASTA,B,Ada,Ada,Pompa,Cukup
SMAS DARUSSALAM PURWASARI,20231292,SMA,MUNJUL,Purwasari,Kec. Dramaga,Kab. Bogor,Prov. Jawa Barat,16680,-6.626000000000,106.719300000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS DARUT TAQWA,20232329,SMA,-,Pakansari,Kec. Cibinong,Kab. Bogor,Prov. Jawa Barat,16915,-6.483273300000,106.843178300000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS DARUTAFSIR,20200670,SMA,Cibanteng,Cibanteng,Kec. Ciampea,Kab. Bogor,Prov. Jawa Barat,16620,-6.558400000000,106.715300000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS DWIWARNA,20200686,SMA,Pamegar Sari,Pamager Sari,Kec. Parung,Kab. Bogor,Prov. Jawa Barat,16330,-6.452000000000,106.729600000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS FAJAR DUNIA,20254158,SMA,Mampir,Mampir,Kec. Cileungsi,Kab. Bogor,Prov. Jawa Barat,16820,-6.436400000000,106.994900000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS FAJAR HIDAYAH,20252184,SMA,Ciangsana,Ciangsana,Kec. Gunungputri,Kab. Bogor,Prov. Jawa Barat,16968,-6.365900000000,106.955400000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS FATHAN MUBINA,20232335,SMA,Gugunung,Banjar Sari,Kec. Ciawi,Kab. Bogor,Prov. Jawa Barat,16760,-6.677900000000,106.864600000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS GEMILANG YASIFA,20253249,SMA,-,Citaringgul,Kec. Babakan Madang,Kab. Bogor,Prov. Jawa Barat,16811,-6.561200000000,106.857100000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS GITA PGRI,20232336,SMA,-,Wates Jaya,Kec. Cigombong,Kab. Bogor,Prov. Jawa Barat,16740,-6.749300000000,106.804800000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS GLOBAL MANDIRI,20254358,SMA,-,Wanaherang,Kec. Gunungputri,Kab. Bogor,Prov. Jawa Barat,16965,-6.407900000000,106.939500000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS HANURA,20232337,SMA,CIHIDEUNG UDIK,Cihideung Udik,Kec. Ciampea,Kab. Bogor,Prov. Jawa Barat,16620,-6.565700000000,106.711500000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS HARAPAN BANGSA,20200688,SMA,Kp. Cibandawa,Ciburuy,Kec. Cigombong,Kab. Bogor,Prov. Jawa Barat,16740,-6.735900000000,106.818600000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS HIDAYATUL IKHWAN,20200689,SMA,KP. SUKASIRNA Desa Tenjo Kecamatan Tenjo Kabupaten Bogor,Tenjo,Kec. Tenjo,Kab. Bogor,Prov. Jawa Barat,16370,-6.328400000000,106.454200000000,SWASTA,B,Ada,Ada,Lainnya,Cukup
SMAS IBNU AQIL,20232338,SMA,-,Laladon,Kec. Ciomas,Kab. Bogor,Prov. Jawa Barat,16610,-6.579100000000,106.754600000000,SWASTA,A,Ada,Ada,Mata air terlindungi,Cukup
SMAS IBNU HAJAR,20232339,SMA,Pasarean,Pasarean,Kec. Pamijahan,Kab. Bogor,Prov. Jawa Barat,16810,-6.636200000000,106.657600000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS INDOCEMENT,20231299,SMA,-,Puspanegara,Kec. Citeureup,Kab. Bogor,Prov. Jawa Barat,16810,-6.483800000000,106.878700000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS ISLAM HASMI,20270720,SMA,Cimanglid,Sukamantri,Kec. Tamansari,Kab. Bogor,Prov. Jawa Barat,16610,-6.637400000000,106.778800000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS ISLAM PAMBUDI LUHUR,20231304,SMA,Kp. Segog,Cibening,Kec. Pamijahan,Kab. Bogor,Prov. Jawa Barat,16810,-6.638300000000,106.679700000000,SWASTA,A,Ada,Ada,Mata air terlindungi,Kurang
SMAS ISLAM RIYADLUL JANNAH,20251938,SMA,,Singajaya,Kec. Jonggol,Kab. Bogor,Prov. Jawa Barat,16830,-6.235800000000,107.357200000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Kurang
SMAS IT RAUDHATUL ULUM,20276389,SMA,KP CIJEURAI DESA CIGUDEG,Cigudeg,Kec. Cigudeg,Kab. Bogor,Prov. Jawa Barat,16660,-6.554200000000,106.547600000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS IT YAPIRA,69770473,SMA,Medang,Sukamulya,Kec. Rumpin,Kab. Bogor,Prov. Jawa Barat,16350,-6.362200000000,106.648000000000,SWASTA,A,Ada,Tidak ada,Sumur terlindungi,Cukup
SMAS KETAPANG 3,20254097,SMA,NANGGEWER,Nagrak,Kec. Gunungputri,Kab. Bogor,Prov. Jawa Barat,16968,-6.400300000000,106.948100000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS KORNITA,20231308,SMA,Babakan,Babakan,Kec. Dramaga,Kab. Bogor,Prov. Jawa Barat,16680,-6.584100000000,106.740400000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS LABS SCHOOL KAIZEN,69786312,SMA,Bumi Mutiara,Bojong Kulur,Kec. Gunungputri,Kab. Bogor,Prov. Jawa Barat,16969,-6.331300000000,106.971800000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS MA ARIF NU,20268864,SMA,-,Pagelaran,Kec. Ciomas,Kab. Bogor,Prov. Jawa Barat,16610,-6.601300000000,106.759600000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS MADANIA,20231312,SMA,Desa Tegal,Tegal,Kec. Kemang,Kab. Bogor,Prov. Jawa Barat,16330,-6.489600000000,106.718900000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS MAFAZAH,20231313,SMA,-,Barengkok,Kec. Leuwiliang,Kab. Bogor,Prov. Jawa Barat,16640,-6.592855000000,106.634198000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS Man Ana,69774834,SMA,KP SUSUKAN,Gunung Picung,Kec. Pamijahan,Kab. Bogor,Prov. Jawa Barat,16630,-6.652900000000,106.666500000000,SWASTA,B,Ada,Ada,Mata air terlindungi,Cukup
SMAS MANBAUL HUDA,20231314,SMA,SERENA,SIRNASARI,Kec. Tanjung Sari,Kab. Bogor,Prov. Jawa Barat,16841,-6.615900000000,107.155700000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS MANDALA,20231315,SMA,-,Cibeber I,Kec. Leuwiliang,Kab. Bogor,Prov. Jawa Barat,16640,-6.584000000000,106.618300000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS MARDI WALUYA,20231316,SMA,CIRIUNG,Ciriung,Kec. Cibinong,Kab. Bogor,Prov. Jawa Barat,16918,-6.465500000000,106.858500000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS MARSUDIRINI,20231317,SMA,Tegal,Tegal,Kec. Kemang,Kab. Bogor,Prov. Jawa Barat,16310,-6.482100000000,106.703000000000,SWASTA,A,Ada,Ada,Pompa,Cukup
SMAS MATHLAHUL HUDA,20253557,SMA,Cibunar,Cibunar,Kec. Parungpanjang,Kab. Bogor,Prov. Jawa Barat,16360,-6.342900000000,106.563300000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Kurang
SMAS MIFTAHUL HUDA AL BARKAH,20272074,SMA,Sukawangi,Sukawangi,Kec. Sukamakmur,Kab. Bogor,Prov. Jawa Barat,16830,-6.655800000000,107.082600000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS MIFTHAUSSAADAH,60730230,SMA,-,Gintung Cilejet,Kec. Parungpanjang,Kab. Bogor,Prov. Jawa Barat,16360,-6.356300000000,106.528900000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS MUHAMMADIYAH CILEUNGSI,20200677,SMA,Cileungsi,Cileungsi,Kec. Cileungsi,Kab. Bogor,Prov. Jawa Barat,16820,-6.399300000000,106.966100000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS MUHAMMADIYAH PAMIJAHAN,20232368,SMA,-,Ciasmara,Kec. Pamijahan,Kab. Bogor,Prov. Jawa Barat,16810,-6.683300000000,106.647900000000,SWASTA,A,Ada,Ada,Mata air terlindungi,Cukup
SMAS MUHAMMADIYAH PARUNG,20232366,SMA,-,Bojong Indah,Kec. Parung,Kab. Bogor,Prov. Jawa Barat,16330,-6.435100000000,106.696900000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Cukup
SMAS MUHAMMADIYAH PURASEDA,20253120,SMA,-,Puraseda,Kec. Leuwiliang,Kab. Bogor,Prov. Jawa Barat,16640,-6.651200000000,106.626200000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS MULIA BUANA,20232369,SMA,Sukasari,Kabasiran,Kec. Parungpanjang,Kab. Bogor,Prov. Jawa Barat,16360,-6.345400000000,106.572800000000,SWASTA,B,Ada,Ada,Ledeng/PAM,Cukup
SMAS NURUL FALAAH,20252959,SMA,Dusun III,Cibadung,Kec. Gunung Sindur,Kab. Bogor,Prov. Jawa Barat,16340,-6.410600000000,106.695500000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS NURUL HIKMAH,20268950,SMA,Padurenan,Pabuaran,Kec. Cibinong,Kab. Bogor,Prov. Jawa Barat,16916,-6.453700000000,106.851200000000,SWASTA,C,Ada,Ada,Sumur terlindungi,Cukup
SMAS NURUL HIKMAH,20231303,SMA,-,Sukamanah,Kec. Jonggol,Kab. Bogor,Prov. Jawa Barat,16830,-6.438900000000,107.055000000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS PANCAR BAKTI,20280621,SMA,Cimandala,Karang Tengah,Kec. Babakan Madang,Kab. Bogor,Prov. Jawa Barat,16810,-6.600800000000,106.929500000000,SWASTA,B,Ada,Ada,Mata air terlindungi,Cukup
SMAS PELITA HARAPAN,20231343,SPK SMA,Babakan Madang,Sentul,Kec. Babakan Madang,Kab. Bogor,Prov. Jawa Barat,16810,-6.619500000000,106.774200000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS PGRI CIAWI,20232392,SMA,Kp. Gugunung,Banjar Wangi,Kec. Ciawi,Kab. Bogor,Prov. Jawa Barat,16760,-6.677200000000,106.860300000000,SWASTA,A,Ada,Ada,Ledeng/PAM,Cukup
SMAS PGRI CIBINONG,20232396,SMA,Lingkungan 03 Citatah Ciriung,Ciriung,Kec. Cibinong,Kab. Bogor,Prov. Jawa Barat,16918,-6.467156700000,106.864916700000,SWASTA,A,Ada,Ada,Pompa,Kurang
SMAS PGRI JASINGA,20231347,SMA,koleang,Koleang,Kec. Jasinga,Kab. Bogor,Prov. Jawa Barat,16670,-6.483600000000,106.471100000000,SWASTA,B,Ada,Tidak ada,Pompa,Kurang
SMAS PGRI JONGGOL,20232391,SMA,Kp. Rawa Makmur Ds. Singajaya,Singajaya,Kec. Jonggol,Kab. Bogor,Prov. Jawa Barat,16830,-6.469300000000,107.060800000000,SWASTA,B,Ada,Ada,Sumur terlindungi,Kurang
SMAS PGRI LEUWILIANG,20200669,SMA,adun,Cibeber I,Kec. Leuwiliang,Kab. Bogor,Prov. Jawa Barat,16640,-6.585000000000,106.616800000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS PGRI RUMPIN,20231348,SMA,Leuwihalang,Cibodas,Kec. Rumpin,Kab. Bogor,Prov. Jawa Barat,16350,-6.504600000000,106.654600000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS PILAR INDONESIA,20279952,SMA,Cikeas Ilir,Ciangsana,Kec. Gunungputri,Kab. Bogor,Prov. Jawa Barat,16968,-6.371200000000,106.948100000000,SWASTA,A,Ada,Ada,Sumur terlindungi,Cukup
SMAS PLUS CENDEKIA CIKEAS,20268965,SMA,Desa Nagrak,Nagrak,Kec. Gunungputri,Kab. Bogor,Prov. Jawa Barat,16967,-6.385800000000,106.946900000000,SWASTA,B,Ada,Ada,Pompa,Cukup
